0,1,2,3,4,5,6,7,8,9,10,11
3202,157,16,170,33,3768,241,129,1802,3,32,2
3311,108,20,67,13,2400,212,81,3949,2,40,7
3348,36,9,120,25,2917,221,136,2282,1,39,7
2151,349,12,30,1,932,220,161,808,4,14,4
2348,103,24,300,151,830,201,64,1507,4,3,4
3176,284,10,437,61,782,240,189,1142,3,23,2
1910,350,19,85,32,67,204,158,706,4,1,6
3411,175,10,1036,62,3276,246,151,1170,3,38,7
3308,50,4,845,205,1328,231,146,1785,3,40,7
3020,209,15,300,-1,1224,253,177,511,3,33,2
3421,300,22,1073,293,4143,226,209,2579,3,27,7
2285,289,32,85,47,319,216,233,875,4,10,3
3305,347,9,819,77,2131,225,161,859,3,32,1
3331,196,6,560,36,993,245,162,1277,3,32,7
2401,343,9,85,17,534,226,163,1328,4,11,6
2452,91,10,0,0,391,224,119,1290,4,6,4
2210,48,22,0,0,800,187,88,1071,4,10,4
3034,187,14,335,148,6084,249,158,4921,1,30,2
2770,195,5,108,16,2970,244,160,2167,1,12,2
3152,230,8,150,27,150,247,176,3046,3,23,2
2857,340,11,90,19,1622,224,166,1295,3,32,5
2916,260,17,256,20,5726,247,207,6344,1,29,1
2432,293,18,382,173,1442,233,206,552,4,6,6
2477,75,7,0,0,426,228,133,1276,4,6,4
2213,139,5,0,0,1110,238,145,426,4,17,4
3010,318,6,510,95,2707,235,169,1679,3,32,2
2491,344,20,150,60,1150,206,165,379,4,10,6
2993,7,19,361,17,5247,198,139,1423,1,29,2
2972,165,3,272,116,2509,240,154,2160,3,32,1
2200,152,8,0,0,1475,240,142,811,4,17,4
2450,91,15,42,7,376,216,100,1871,4,6,3
2756,131,9,0,0,1194,235,132,914,3,11,5
2775,67,23,342,104,350,186,69,2120,1,29,5
3157,42,12,591,76,1390,214,126,2605,3,32,1
2341,226,26,150,61,552,253,204,1822,4,4,3
2939,187,20,582,107,644,250,156,1482,3,4,5
2723,82,29,150,76,150,176,40,1574,1,30,5
3400,101,19,175,14,2594,211,83,1994,3,39,7
2547,148,11,153,18,2029,239,135,1885,3,2,3
3343,87,23,365,53,3446,196,66,1694,1,29,7
3457,354,7,671,118,1677,227,157,1384,3,40,7
1959,263,20,150,37,360,246,215,767,4,1,6
2731,353,18,192,34,1387,206,155,1430,3,31,2
2887,78,14,319,40,3252,214,105,2687,1,23,2
2472,139,13,30,-6,685,235,123,1158,3,17,6
3001,121,4,42,0,5271,236,144,2012,1,23,1
2183,339,7,30,2,1106,231,163,1191,4,4,4
2571,317,12,335,101,700,229,182,641,3,2,6
2508,317,16,335,65,210,224,188,1914,4,10,3
3308,352,12,700,120,1052,220,158,2321,1,23,2
3246,230,4,674,106,2060,243,166,2073,3,31,1
3027,42,21,30,9,3246,189,97,5950,1,29,1
3238,42,14,124,-1,2932,209,120,1879,3,31,1
3247,90,12,532,-8,828,221,112,2708,1,22,1
3395,146,12,531,162,2040,238,130,1559,1,35,7
2131,299,6,30,1,911,238,174,1465,4,17,4
2818,128,14,90,0,2676,231,115,4027,1,30,2
2164,105,32,95,53,979,182,29,339,4,3,4
2617,243,11,0,0,2082,249,187,2114,3,17,6
2936,159,18,283,43,5159,241,129,4526,1,30,2
2299,49,15,256,61,636,207,112,510,4,6,3
2655,46,22,339,63,819,188,92,2898,1,29,2
2198,112,19,30,11,997,217,88,1294,4,3,4
3257,83,4,395,52,3027,233,143,4696,1,40,1
3347,150,11,228,31,3754,240,134,2014,3,38,7
3205,108,2,524,63,2779,236,149,4731,1,39,1
2143,67,2,30,-14,924,235,151,769,4,14,4
2690,8,18,255,50,2128,202,139,2343,3,10,6
2195,320,29,120,50,1032,198,199,789,4,10,3
3382,5,3,175,19,3417,234,155,2250,1,35,7
3418,209,11,797,212,2047,250,173,1140,3,38,7
2785,324,19,85,0,1403,217,185,1888,3,13,6
2856,257,20,430,24,926,248,213,1765,3,4,5
3257,310,7,430,87,1296,235,174,2154,1,29,1
2277,115,37,297,177,811,179,18,300,4,3,4
3191,72,10,212,9,5105,221,122,2154,1,22,1
3199,50,4,342,80,1948,231,146,2808,1,29,7
2816,237,10,646,51,2075,249,183,1830,3,17,5
3113,16,7,201,-2,1931,226,148,932,3,23,1
2117,45,4,0,0,1231,231,146,484,4,3,4
3196,15,15,0,0,1624,209,138,2475,3,22,1
2588,333,21,67,-4,1315,207,177,1864,3,10,6
2275,99,25,212,88,1026,196,58,1284,4,3,4
2992,180,13,162,18,1666,248,153,3601,1,22,1
2456,88,17,272,98,691,210,90,1364,4,6,6
2699,32,13,362,42,408,210,127,1008,3,11,2
2402,321,16,342,161,361,222,185,1865,4,6,3
2912,354,7,30,3,4972,228,157,1615,1,23,5
2629,121,13,270,45,1634,228,113,2469,3,4,3
3360,77,14,180,41,2340,212,103,1055,3,39,7
3105,238,9,474,64,537,248,182,1613,3,22,2
1999,310,4,180,77,240,237,166,858,4,1,6
2400,86,11,297,159,402,222,117,1917,4,6,4
2454,350,26,190,99,924,188,154,631,4,10,6
2733,11,15,85,15,2554,207,139,2389,1,29,2
2953,358,6,30,3,3113,229,156,1190,3,20,1
3322,131,15,335,89,2133,231,113,1302,1,39,7
1971,121,30,242,104,272,200,50,972,4,3,3
2901,253,9,180,17,2175,246,185,1416,3,31,5
2505,31,13,42,6,1718,210,128,551,3,10,6
2680,93,29,95,48,124,183,40,732,1,30,5
2821,88,16,218,73,391,211,93,1320,1,30,5
2966,270,9,360,57,1050,243,185,664,3,32,2
2121,179,25,30,3,573,245,141,470,4,4,4
2166,81,29,30,18,696,175,40,967,4,4,4
3426,196,12,962,77,3292,250,166,1291,3,38,7
2358,151,25,240,117,212,231,103,1761,4,3,4
3265,69,23,162,44,2484,188,0,458,3,39,7
3052,133,8,60,7,1572,236,135,2886,1,29,1
2522,178,27,42,13,2147,244,138,900,3,4,3
2782,48,12,277,7,309,213,120,805,1,30,5
2102,128,3,30,0,1290,237,149,968,4,17,4
3255,87,24,60,0,5864,194,0,511,1,38,1
3172,71,23,67,9,1437,189,71,800,3,39,7
2689,270,13,0,0,1486,244,198,1001,3,23,5
3225,4,12,940,208,2068,216,149,2249,3,38,7
3039,287,6,162,28,3201,240,175,339,1,29,1
2460,48,23,85,-1,832,183,84,1338,3,10,6
2957,106,23,895,162,2716,204,67,1608,3,10,2
2103,109,30,85,35,532,191,41,134,4,3,4
2400,2,6,234,101,1116,228,154,1148,4,6,6
2414,332,8,0,0,1719,230,168,228,3,16,6
3338,311,10,499,93,3327,233,180,3395,3,32,7
3226,128,17,297,88,2382,228,106,3236,3,33,1
2842,41,15,150,40,2112,207,118,1401,3,33,2
3503,291,15,408,56,1312,236,200,1761,2,39,7
2073,312,24,0,0,541,215,202,201,4,4,4
2472,87,12,95,19,95,219,109,256,4,6,2
2349,119,13,0,0,295,228,113,882,4,17,3
2731,333,26,228,-21,1273,196,179,1967,3,13,6
2314,97,36,319,210,872,166,12,361,4,3,4
2553,162,26,134,53,1209,236,115,488,3,4,3
2268,1,19,67,9,1291,201,146,569,4,10,6
2296,234,29,319,176,1041,250,216,503,4,3,4
3539,17,11,450,127,2907,218,142,1674,1,40,1
3071,257,3,201,26,5636,241,167,2047,1,22,2
2151,139,20,0,0,914,230,104,693,4,14,4
3615,7,12,309,78,1827,215,147,1756,2,40,7
3406,180,10,108,9,2550,247,155,283,3,38,7
2718,74,4,0,0,1489,231,142,2259,1,20,2
2816,168,9,258,82,1624,244,148,2280,3,4,5
2524,128,3,0,0,2438,237,149,2330,3,17,6
2358,261,25,170,98,1509,243,226,824,4,2,6
2577,20,21,240,102,2131,190,120,636,3,10,6
2398,311,26,420,170,902,212,205,1057,4,10,6
3041,59,18,134,43,5574,200,96,4509,1,29,2
3115,311,23,573,304,1231,217,202,1124,3,33,1
3070,39,6,256,13,3223,226,141,1410,3,32,2
3340,25,16,470,146,3479,204,126,1930,3,39,7
3244,271,11,242,20,5859,244,191,1283,1,22,1
2391,2,35,342,199,781,152,122,1503,4,10,3
2658,13,15,247,90,592,208,139,1939,1,29,2
3433,336,18,551,77,1863,212,173,509,3,39,7
2232,147,27,0,0,722,225,92,443,4,4,4
2192,331,25,277,31,591,200,181,547,4,10,3
2450,128,8,201,54,912,235,133,1040,4,6,3
2183,38,27,127,43,531,170,82,765,4,10,3
2646,88,13,277,3,1784,218,107,1830,3,11,6
2494,313,10,592,265,870,233,179,342,4,10,3
2522,193,16,134,38,853,251,163,834,3,2,3
3308,355,8,379,85,4476,225,157,2148,3,22,1
2869,334,18,285,74,1776,213,175,1663,3,13,6
2777,69,22,60,26,1426,192,76,1142,3,33,5
3430,317,13,323,22,5046,229,182,4053,3,38,7
2040,106,28,30,11,272,193,48,402,4,3,4
2803,114,23,153,78,2043,209,71,469,3,13,2
2837,72,3,335,-17,1824,233,146,2016,1,29,2
2233,73,17,95,26,642,206,94,1657,4,3,4
2745,38,9,553,29,90,221,135,755,3,11,5
2405,186,14,247,61,937,249,158,1517,4,6,3
2220,14,26,60,23,1565,178,118,882,4,10,3
3319,50,11,85,0,3730,215,123,2458,1,37,7
2690,322,27,301,131,1074,202,194,693,3,33,6
2714,252,3,190,13,750,241,166,1762,1,12,1
2271,23,12,0,0,931,215,137,417,4,6,4
3429,189,24,67,19,1199,250,157,1110,2,40,7
2369,131,29,218,128,277,210,65,1826,4,3,4
3306,12,18,351,27,1024,200,135,2506,1,38,1
3071,333,10,531,76,2844,228,169,999,3,23,1
3367,195,14,732,128,4418,251,166,2384,3,38,7
2106,150,17,30,5,1320,237,122,931,4,1,4
2972,237,5,0,0,1489,244,170,1689,3,19,5
2176,275,18,95,21,1208,242,210,547,4,10,3
2381,87,9,0,0,953,224,121,916,4,6,4
2015,167,25,30,9,335,240,125,564,4,3,3
2707,220,21,306,100,2099,254,193,2539,3,4,3
3264,351,24,703,139,1329,191,154,1557,3,39,7
2562,73,22,42,5,1956,192,72,525,3,10,6
3401,76,7,313,52,2691,227,131,1528,3,38,7
2379,315,11,30,8,659,231,180,1478,4,11,6
3244,61,2,510,0,4414,234,149,2408,1,22,1
2790,60,23,108,-8,234,187,77,1401,1,29,5
2836,55,17,201,48,1410,202,101,1376,3,10,2
2936,329,13,192,76,6131,223,175,4635,1,24,2
2202,299,10,0,0,1388,237,184,764,4,17,4
2257,141,25,175,94,1423,225,91,876,4,3,4
3279,359,12,268,101,4335,218,153,1342,1,38,7
2257,142,29,127,76,1189,219,80,1106,4,3,4
2896,301,18,30,6,5974,230,201,4829,1,30,2
3204,184,19,240,17,2171,249,154,1652,3,27,1
3393,344,23,277,162,4502,196,164,3980,3,39,7
2582,42,18,210,-19,1489,199,108,1142,3,2,6
2112,135,28,67,25,787,215,72,124,4,3,4
3106,281,16,323,4,3721,240,205,1510,3,22,1
2455,341,21,162,4,853,205,168,1044,4,10,6
2175,353,20,210,52,631,200,154,216,4,10,6
3397,292,7,255,20,4941,239,178,3907,3,38,7
3254,31,30,120,54,3144,160,82,272,3,22,7
2605,15,21,182,52,457,192,126,1209,3,10,6
3334,48,6,691,39,834,227,140,1426,3,32,7
2379,54,2,426,154,558,234,150,1774,4,6,4
2777,185,24,255,79,845,249,153,2021,3,4,5
2429,310,20,30,8,1230,223,198,297,4,10,6
2827,349,19,108,19,4066,206,160,5257,1,29,2
2575,131,10,127,21,1833,235,128,1864,3,4,3
2936,113,23,323,109,1144,210,73,421,1,30,5
2943,352,13,277,30,3796,218,158,4455,1,12,2
2165,34,37,30,35,962,134,55,362,4,10,3
3186,255,13,95,24,2588,248,197,1176,3,23,1
3226,260,13,283,45,3076,247,196,1570,3,23,1
2048,284,4,30,2,792,240,169,636,4,17,4
2561,43,20,162,51,1395,192,99,1536,3,10,6
3302,333,13,618,19,3558,223,172,3576,3,40,7
2132,38,21,0,0,1114,190,102,1473,4,17,4
2070,317,9,0,0,607,232,176,124,4,3,4
2637,109,14,300,53,1676,224,108,2482,3,4,3
3096,41,15,330,27,3482,205,116,4924,1,29,2
3224,101,28,258,55,1348,191,47,1325,1,30,7
3344,7,16,376,155,4179,206,142,3824,3,40,7
3372,297,5,379,33,1290,238,172,2295,3,32,1
3064,293,2,30,0,1559,238,162,1829,1,29,2
3204,242,5,534,81,1425,243,170,2336,3,33,1
2250,311,15,153,38,1243,228,190,708,4,10,6
3277,141,19,458,96,1672,232,109,1231,2,33,1
2203,346,23,210,78,552,195,161,180,4,10,6
3281,34,10,127,0,3338,218,134,2672,3,39,7
2156,135,22,30,10,1437,224,92,792,4,3,4
2896,143,9,153,29,4214,238,136,5891,1,30,2
2236,70,10,0,0,1533,221,123,895,4,17,4
2840,13,5,30,1,3149,229,151,2419,1,29,2
2743,240,9,60,12,1507,248,182,2462,1,29,5
2820,25,7,85,0,1382,225,145,1006,3,23,5
2230,316,23,30,17,860,214,197,295,4,10,3
2315,72,25,95,45,642,182,59,819,4,1,6
3227,215,10,67,7,3264,250,174,1298,3,23,1
3055,60,8,30,4,1273,224,132,1622,3,32,1
3233,171,5,685,119,4824,242,154,2574,1,22,1
2234,101,34,242,162,607,175,21,170,4,3,4
3351,138,30,306,194,1380,213,68,816,3,39,7
2169,311,30,192,105,661,203,210,331,4,10,3
2295,107,25,212,101,900,202,62,1410,4,3,4
3009,257,17,499,113,5395,248,206,1031,1,30,2
2493,148,11,95,4,1082,239,135,969,3,4,3
2688,95,11,124,26,1956,223,114,342,3,10,2
2610,23,10,182,10,1846,218,139,2052,3,10,6
2492,340,21,108,46,782,205,170,558,3,10,6
2949,18,8,85,0,4655,223,145,2147,1,23,5
2647,108,22,85,31,1320,210,76,612,1,30,5
3402,198,15,644,122,4295,252,168,2725,3,40,7
2387,307,21,418,175,983,222,203,1003,4,10,6
2353,245,25,67,25,1431,250,220,685,4,10,6
3110,135,19,120,-1,2440,228,102,1440,3,27,1
2399,183,17,210,58,752,249,154,1209,3,2,3
2130,283,18,67,6,1092,238,209,1315,4,17,4
2751,328,11,30,8,2036,228,173,765,3,31,5
2225,313,32,95,51,1383,196,209,671,4,10,6
3352,324,11,361,10,5193,228,176,3270,3,38,7
2583,130,11,30,-3,3007,234,125,1195,3,10,6
3413,333,2,750,174,3097,236,160,1860,3,38,7
3287,17,12,870,84,1863,214,140,750,3,24,1
2828,216,25,60,14,1315,254,192,2624,3,4,5
2615,153,4,277,70,1691,240,150,1836,3,2,3
2527,146,18,0,0,1200,235,116,1463,3,3,2
2962,78,12,192,3,4462,219,114,3546,1,29,1
2798,135,1,0,0,592,238,153,663,1,23,2
3298,107,13,170,13,2707,224,110,1637,3,38,7
3031,119,7,607,66,5552,234,133,5946,1,12,2
2128,13,32,60,25,914,158,108,706,4,10,3
2851,25,22,268,72,300,188,113,1506,1,29,5
2354,126,22,247,60,1003,219,85,601,4,6,4
2206,283,37,175,103,558,213,242,612,4,10,3
2394,46,26,60,13,633,174,76,618,3,10,6
2719,96,2,60,12,1936,236,149,4355,1,12,2
2647,13,24,390,-9,1158,184,124,1591,1,30,2
2161,100,35,150,110,470,170,16,210,4,3,4
2262,11,33,268,81,891,156,109,765,4,10,6
2626,304,24,277,116,934,219,210,514,3,33,6
2526,171,17,256,67,2136,246,142,216,3,4,3
2689,92,17,212,63,2362,212,92,2497,3,11,3
2393,68,19,258,23,361,199,87,661,3,2,3
2531,349,14,418,44,900,216,160,1259,4,10,3
2438,322,23,418,80,904,211,191,1126,4,10,6
3007,304,7,379,-27,1746,237,175,1825,3,31,2
2162,303,29,95,25,1126,212,218,660,4,10,6
2769,317,9,218,33,1482,232,176,2432,1,12,2
3358,0,4,480,47,778,232,156,1776,3,32,7
2326,87,20,404,146,1158,204,80,1221,4,6,4
2351,135,5,216,57,918,238,144,547,4,6,4
2692,115,25,67,30,2156,208,68,4739,1,30,2
3067,311,5,577,27,5113,236,168,537,1,29,2
3006,98,18,85,19,927,213,89,2761,3,33,1
2079,80,7,30,5,819,228,131,859,4,3,4
3231,47,19,67,-6,1671,196,101,2859,1,29,1
2645,301,29,180,117,1581,213,220,1597,3,13,6
2228,122,30,90,31,785,201,52,1506,4,3,4
3139,228,26,330,127,2247,253,207,1739,3,33,1
2882,101,22,492,128,1626,205,72,902,3,32,5
3139,47,13,30,6,3020,212,120,3141,3,24,2
2976,337,5,90,5,1740,232,163,3503,1,23,1
3109,25,15,700,-65,4256,206,128,4274,1,23,1
2582,321,19,30,3,1660,218,189,1234,3,13,6
3297,62,14,600,6,1814,211,109,2970,2,23,2
2310,95,17,108,37,300,213,91,1588,4,4,4
2503,119,21,361,-3,362,216,82,1216,3,4,3
2337,94,11,0,0,175,223,115,774,4,10,4
3230,359,31,595,93,1323,165,134,1450,3,39,7
2308,303,23,95,32,1136,222,209,1310,4,10,6
2234,126,18,0,0,450,224,97,1064,4,1,4
2952,77,17,175,36,4696,207,94,6362,1,29,2
2113,332,24,30,10,872,202,180,726,4,10,3
2141,57,35,90,46,532,147,32,800,4,10,6
2303,355,6,0,0,1282,230,157,1304,4,10,4
2334,104,23,277,137,849,203,66,1482,4,3,4
3412,196,7,175,19,2864,246,162,458,3,40,7
2542,83,17,30,6,1708,208,91,1448,3,20,6
3086,56,24,277,42,4534,181,74,2825,1,29,1
3025,41,10,90,-1,3290,218,131,1471,3,23,1
2219,110,10,0,0,1159,230,123,301,4,17,4
2284,117,29,124,56,446,198,49,1846,4,3,4
2940,282,9,42,5,4815,241,186,1991,1,29,5
3452,351,6,726,113,1624,229,159,1451,3,40,7
2855,21,23,242,51,2750,183,114,1806,3,33,2
2132,347,17,153,68,424,211,162,417,4,10,3
2585,219,3,150,-15,1911,243,164,1921,3,11,3
2745,67,12,30,10,1634,215,113,2588,1,23,5
3249,112,16,297,80,1405,220,97,1385,1,30,7
2406,96,25,395,132,391,196,59,942,3,3,3
3197,337,23,30,10,4374,201,173,3625,3,24,1
2955,148,19,234,88,6392,235,115,4105,1,29,2
2183,305,28,170,95,828,211,215,918,4,10,6
2864,80,23,272,142,1840,192,66,726,3,13,5
2392,327,11,366,101,1183,228,174,1150,4,2,3
2151,139,25,30,9,1415,222,86,300,4,3,4
2272,212,21,212,92,1153,254,185,1158,4,3,4
3188,64,15,295,55,752,208,104,5299,2,22,1
2596,82,2,30,-10,1867,236,151,2812,3,17,6
3225,123,11,124,13,1752,232,122,1889,3,33,1
2281,351,27,242,91,1195,184,151,309,4,10,3
2319,160,22,309,206,979,239,121,437,4,6,4
2363,113,35,242,135,450,182,25,1849,4,3,4
3332,334,28,150,37,3384,192,178,2364,3,24,7
2159,125,25,124,59,792,213,72,150,4,3,4
3377,49,29,720,162,2350,163,62,2014,1,40,1
2808,139,20,120,59,2072,230,104,872,3,13,5
2588,133,19,134,37,1110,227,101,424,1,29,2
3213,214,7,365,64,849,247,170,408,3,32,1
2916,289,10,242,20,5381,239,187,5525,1,23,2
2888,181,11,67,4,242,247,155,993,3,33,5
2411,306,13,351,67,955,232,189,1463,4,11,6
2114,278,19,342,106,446,239,214,201,4,5,3
3310,209,20,323,18,3223,254,182,1034,3,32,2
2945,59,10,272,50,1991,219,124,3046,3,33,2
3181,331,5,67,7,5282,234,164,2565,1,22,1
2842,229,11,67,9,525,250,182,376,3,23,1
3426,169,12,30,3,1288,245,145,1127,2,40,7
3153,233,7,134,16,1790,247,176,2081,3,31,1
2226,126,25,95,43,1358,214,74,934,4,3,4
2110,350,37,120,58,997,154,145,553,4,10,3
2416,57,27,108,29,716,174,64,700,3,10,6
3163,91,24,162,50,908,194,60,1776,1,30,1
3389,310,12,390,67,3864,231,185,1910,3,38,7
2289,141,10,497,-4,1345,237,131,888,4,2,4
2272,79,22,30,2,541,194,70,742,4,1,6
2278,305,39,170,91,1199,187,224,450,4,10,3
2785,56,24,365,108,371,182,75,2093,1,29,5
2743,149,15,0,0,2704,238,125,2275,1,30,5
2139,5,36,67,16,488,147,114,384,4,10,6
2310,2,16,424,127,1350,207,147,1048,4,6,3
2646,67,10,60,16,1471,219,120,212,1,9,2
2415,67,19,30,15,769,200,89,1107,4,5,4
2884,277,12,0,0,2040,242,194,1421,3,23,5
3026,45,13,218,0,1723,210,119,1254,3,31,1
2353,327,22,268,156,1369,209,185,874,4,2,3
1942,342,37,150,93,120,157,160,721,4,5,6
3272,149,23,283,65,1973,232,105,228,3,39,7
2759,307,5,474,69,1468,237,169,1855,3,11,3
2990,227,31,350,176,1441,250,210,240,3,13,2
2837,21,12,85,8,1209,213,137,2424,3,11,2
2405,66,18,0,0,1061,201,91,745,4,10,6
3019,166,27,331,98,1315,238,120,907,1,29,2
2593,0,2,150,-3,331,235,156,6145,1,29,5
2213,31,14,0,0,1260,209,126,594,4,17,4
2866,55,26,384,175,391,176,68,1504,1,30,5
2915,134,16,120,21,819,230,110,2758,1,22,1
2587,186,35,95,57,2496,240,143,938,3,4,3
3277,31,16,134,40,2108,203,121,1310,3,31,7
3367,330,15,60,23,4260,220,176,4109,1,39,7
2634,179,36,150,84,2536,233,126,994,3,4,3
3392,48,14,446,113,1986,210,117,1687,1,35,1
2289,9,28,216,145,1084,173,122,1490,4,10,3
3159,227,23,600,62,3395,254,203,1952,3,33,1
2405,257,5,67,1,690,243,173,997,3,2,3
2549,344,10,228,29,2467,225,163,2468,3,11,2
2152,330,22,300,139,418,208,182,641,4,10,3
3339,54,10,90,18,2252,218,124,1053,3,39,7
3119,307,29,90,41,836,207,214,2415,1,30,1
2756,320,16,190,38,1664,223,186,1158,3,10,5
2380,130,27,228,139,300,212,69,1855,4,3,4
2619,89,12,663,19,794,220,109,1146,3,11,3
2910,79,2,376,49,2755,234,148,2205,1,29,2
2955,13,12,408,-35,3840,216,143,5783,1,20,2
2225,312,37,42,29,680,187,213,537,4,10,6
3103,30,25,212,22,3976,176,97,752,1,22,1
3148,82,7,60,-9,1869,228,132,408,1,23,1
2850,93,23,120,23,5380,197,64,4442,1,29,2
3385,31,4,162,-11,2208,230,148,3511,1,38,7
2216,70,32,0,0,474,161,33,926,4,1,4
3239,354,15,60,10,1224,213,156,1889,2,23,1
2519,60,10,210,0,192,219,123,2324,1,29,2
2814,110,15,255,61,1852,222,103,774,3,31,5
2528,189,17,30,1,1092,250,160,1523,3,4,6
2293,1,28,182,97,799,176,135,618,4,6,6
2416,266,34,67,31,1188,231,242,872,4,10,6
3497,165,31,150,33,3226,232,109,1140,3,35,7
2823,143,9,67,4,2799,238,135,4119,1,30,2
3295,326,9,60,15,633,231,171,899,2,32,2
2991,143,7,42,6,5194,239,140,4947,1,29,1
2301,311,27,190,87,990,209,207,134,4,10,3
2680,80,4,150,5,192,232,142,1209,3,11,2
2330,28,25,120,76,994,179,102,872,4,10,6
3211,33,20,540,24,1945,191,107,1902,3,33,1
2629,31,22,256,96,384,186,105,1425,3,10,6
3189,139,16,418,35,1170,233,115,2142,1,39,1
2582,307,32,95,57,1585,201,217,1590,3,13,6
2704,100,26,162,72,190,196,56,618,1,30,5
3149,358,6,513,2,2779,229,156,297,3,32,1
3350,184,34,306,191,1593,240,140,616,3,39,7
3100,163,15,376,39,1549,243,138,703,3,32,2
2434,321,19,127,4,972,218,189,1260,4,10,3
2227,26,20,30,11,1140,192,115,446,4,17,4
2110,128,9,0,0,684,235,131,552,4,4,4
2280,124,20,170,97,1233,221,91,1068,4,3,4
2743,55,4,170,-6,240,231,145,1072,1,30,5
3144,293,6,551,93,2971,239,175,335,3,32,1
3189,300,19,0,0,4042,229,204,1426,1,38,7
2676,54,11,60,5,2072,217,123,1846,3,10,5
2872,119,23,283,106,1884,213,76,1153,3,13,5
3201,353,6,30,4,3743,230,158,1599,1,23,1
2699,336,19,30,9,2737,210,174,2120,1,29,5
3369,137,15,85,14,2808,233,116,726,3,35,7
2735,307,5,30,-3,1423,237,170,2376,1,23,5
2273,334,38,124,61,1406,163,176,1036,4,10,3
2602,48,15,180,0,1554,206,113,1077,3,2,6
3416,180,1,256,59,973,239,157,972,2,40,7
3139,291,4,108,9,1273,239,169,2151,1,23,1
3320,80,11,175,-15,3763,221,118,2565,1,40,7
2831,101,32,175,98,2155,180,30,451,3,13,5
2779,131,16,0,0,2790,230,111,2268,1,29,5
2622,342,25,127,30,1624,195,167,2839,3,10,6
2593,162,7,30,-2,2003,242,148,2081,3,10,6
3249,51,14,42,0,2875,210,115,1816,3,38,7
2863,210,20,297,92,1048,254,182,1766,3,13,5
2604,302,27,256,104,1864,216,216,819,3,10,6
2715,128,20,85,-20,366,224,94,446,1,30,5
2374,63,7,0,0,993,225,132,875,4,16,4
2584,17,7,309,17,1519,225,147,1736,3,11,5
2382,57,16,361,157,531,205,104,1794,4,6,4
2649,93,25,42,-15,120,192,56,663,1,30,5
3045,329,1,277,-2,2618,237,159,794,1,23,2
2366,179,18,339,72,870,248,149,421,4,6,4
3496,19,31,335,62,2656,158,98,2313,1,40,1
2043,330,20,30,4,488,211,180,624,4,14,6
2350,117,24,335,153,680,210,72,1650,4,3,4
3210,72,1,60,0,5246,237,154,797,1,22,1
2200,98,12,30,3,807,223,113,1486,4,3,4
2686,330,29,201,77,1813,192,184,2601,3,10,6
2374,317,24,362,91,1110,212,197,1026,4,10,6
2889,105,28,277,148,2063,192,46,571,3,13,5
2506,249,25,190,111,362,248,222,351,3,4,3
2556,45,12,379,108,553,213,122,1068,3,2,6
2678,109,11,330,94,1782,228,119,2577,3,2,6
3142,99,17,365,67,4357,215,92,3267,1,29,1
2890,214,17,30,8,1793,254,184,1248,3,23,2
2746,93,13,30,7,953,220,108,1466,3,23,6
3436,312,23,108,7,1528,216,202,1866,2,39,7
3072,209,15,150,20,421,253,177,752,3,23,2
3363,351,11,735,92,1194,221,159,1702,3,38,7
2450,82,12,0,0,532,219,111,1348,4,5,4
2449,13,15,371,179,828,208,138,837,4,6,6
2073,336,11,0,0,1158,225,169,430,4,17,4
2102,283,28,67,21,1290,228,229,564,4,10,3
2837,40,7,95,-4,2573,224,138,2257,1,29,2
2453,148,13,150,19,543,238,129,1431,4,6,6
3137,90,4,300,19,5501,233,141,693,1,29,1
2280,196,19,192,99,1172,252,167,1134,4,3,4
2064,88,36,30,13,400,159,0,268,4,3,4
3242,344,12,108,17,1928,220,164,300,3,35,7
3031,353,14,371,13,1871,215,157,1465,3,32,2
2866,141,19,162,53,2197,231,108,1026,3,13,5
3158,30,12,466,51,5708,214,132,794,1,29,1
2907,68,10,547,269,836,220,121,577,3,13,2
2309,128,32,433,183,1188,201,50,684,4,3,4
2099,11,12,0,0,882,214,144,218,4,4,4
3047,87,24,598,82,446,194,63,949,3,33,1
2036,94,39,170,117,190,152,0,474,4,1,3
2676,84,9,170,20,1798,225,125,1746,3,11,3
2999,129,31,120,-16,2577,204,55,1575,3,27,1
3301,59,12,690,10,1816,214,116,2885,2,23,2
3198,321,13,108,22,5220,227,180,920,1,22,1
2172,57,22,0,0,726,187,80,997,4,10,4
2153,356,25,60,27,895,188,147,577,4,10,3
2748,150,18,268,79,589,236,118,540,1,30,5
2752,95,14,0,0,488,218,102,313,1,30,5
2712,328,25,90,53,1403,201,186,1816,3,13,6
3193,81,5,60,-6,2467,231,140,1437,3,23,1
2733,350,14,30,7,1572,215,160,1661,3,13,6
2793,101,5,60,11,1998,233,139,1943,3,23,5
2712,136,14,300,1,1963,234,120,2687,3,2,6
3302,329,16,655,57,3384,219,178,3561,3,40,7
2718,129,25,120,-33,390,216,76,417,1,30,5
3372,111,21,218,9,4070,212,78,3625,3,33,7
2706,119,23,295,72,2458,213,77,2249,3,4,5
3052,320,19,150,21,2760,219,189,2763,1,24,1
2788,107,13,242,92,3398,224,110,5912,1,30,5
2543,323,30,124,57,764,193,194,277,3,33,6
2650,8,18,330,72,1248,202,139,2734,3,10,2
1908,323,32,150,52,120,190,196,765,4,5,6
2346,57,24,30,16,949,181,72,1416,4,5,6
2772,112,9,270,37,1731,230,124,2655,1,12,2
2874,278,10,67,-6,1622,242,190,1481,3,32,5
