Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness,Soil_type,Cover_Type
0.573872473,0.880555556,0.181818182,0,0,0.153154419,0.901574803,0.716535433,0.08866583,1,0.025,4
0.709694142,0.280555556,0.227272727,0.021474588,0.006655574,0.214697204,0.862204724,0.397637795,0.346019796,0.25,0.575,5
0.662260238,0.108333333,0.242424242,0.193271296,0.129783694,0.111985387,0.799212598,0.448818898,0.138017566,1,0.15,3
0.552877138,0.283333333,0.53030303,0.077308518,0.101497504,0.085288745,0.677165354,0,0.008364701,1,0.075,4
0.62337999,0.461111111,0.151515152,0.077308518,0.001663894,0,0.960629921,0.570866142,0.028021748,0.75,0.05,6
0.846034215,0.305555556,0.090909091,0.085898354,-0.013311148,0.570043558,0.917322835,0.531496063,0.286491008,0.25,0.95,1
0.809227579,0.125,0.121212121,0.064423765,0.023294509,0.74455529,0.877952756,0.535433071,0.444583856,0.25,0.55,2
0.593053396,0.511111111,0.060606061,0,0,0.028242237,0.952755906,0.618110236,0.060365259,1,0.275,4
0.868066356,0.211111111,0.136363636,0.279885469,0.044925125,0.137838977,0.881889764,0.496062992,0.360239788,0.75,0.775,7
0.56557802,0.975,0.46969697,0.077308518,0.133111481,0.168750878,0.677165354,0.586614173,0.143733445,1,0.25,3
0.715914982,0.863888889,0.151515152,0.163206872,0.051580699,0.203456513,0.917322835,0.712598425,0.253171616,0.25,0.3,1
0.663815448,0.433333333,0.151515152,0.143879742,0.043261231,0.194042434,0.952755906,0.55511811,0.291231005,0.75,0.1,3
0.724209435,0.286111111,0.181818182,0.121689334,0.068219634,0.27202473,0.881889764,0.440944882,0.106649937,0.75,0.775,5
0.738465526,0.961111111,0.227272727,0.107372942,0.08985025,0.22340874,0.850393701,0.641732283,0.255123379,0.75,0.775,6
0.667962675,0.044444444,0.272727273,0.085898354,0.048252912,0.053252775,0.783464567,0.511811024,0.172034016,0.75,0.25,6
0.643079316,0.622222222,0.439393939,0.068002863,0.111480865,0.220036532,0.988188976,0.81496063,0.078907012,0.75,0.1,3
0.716692587,0.208333333,0.318181818,0.107372942,0.1281198,0.0227624,0.775590551,0.307086614,0.184581068,0.25,0.725,5
0.871435977,0.869444444,0.121212121,0.107372942,0.034941764,0.356329914,0.921259843,0.692913386,0.090059947,0.75,0.975,7
0.814411612,0.111111111,0.363636364,0.068002863,0.078202995,0.664043839,0.704724409,0.350393701,0.218876342,0.25,0.75,1
0.606013478,0.647222222,0.46969697,0.349319971,0.326123128,0.116341155,0.980314961,0.858267717,0.121845811,1,0.025,3
0.961378953,0.980555556,0.212121212,0.769506084,0.499168053,0.713221863,0.842519685,0.614173228,0.453645616,0.75,1,7
0.609123898,0.252777778,0.181818182,0.077308518,0,0.059013629,0.866141732,0.429133858,0.08615642,1,0.05,3
0.577501296,0.361111111,0.5,0.173228346,0.212978369,0.106365041,0.787401575,0.18503937,0.029276453,1,0.075,4
0.842923795,0.241666667,0.136363636,0.163206872,-0.026622296,0.430518477,0.885826772,0.484251969,0.279659835,0.75,0.775,7
0.856661483,0.705555556,0.090909091,0.060844667,0.009983361,0.259097935,0.960629921,0.692913386,0.23449045,0.75,0.8,1
0.582685329,0.080555556,0.090909091,0.312813171,0.211314476,0.085991288,0.893700787,0.570866142,0.015056462,1,0.05,6
0.874805599,0.897222222,0.393939394,0.107372942,0.014975042,0.194323451,0.799212598,0.75984252,0.23449045,0.5,0.975,7
0.861845516,0.247222222,0.196969697,0,0,0.504566531,0.862204724,0.42519685,0.412937404,0.75,0.975,7
0.643079316,0.866666667,0.424242424,0,0,0.235632991,0.811023622,0.818897638,0.053534086,0.75,0.25,3
0.857698289,0.2,0.257575758,0,0,0.495152452,0.811023622,0.374015748,0.410846229,0.75,0.975,7
0.600570244,0.269444444,0.196969697,0.030064424,0.013311148,0.160179851,0.866141732,0.417322835,0.017287049,1,0.15,3
0.513219285,0.755555556,0.272727273,0.173228346,0.098169717,0.067444148,0.952755906,0.826771654,0.107207584,1,0.025,6
0.761534474,0.119444444,0.181818182,0.115962777,-0.009983361,0.107770128,0.838582677,0.484251969,0.297504531,0.75,0.6,1
0.714359772,0.194444444,0.348484848,0.095919828,0.124792013,0.0227624,0.74015748,0.271653543,0.182629304,0.25,0.725,5
0.820114049,0.477777778,0.212121212,0.12884753,0.043261231,0.287340171,0.968503937,0.570866142,0.37864213,0.25,0.725,7
0.736651115,0.041666667,0.045454545,0.143879742,-0.019966722,0.24504707,0.917322835,0.606299213,0.302244528,0.25,0.725,2
0.751684811,0.305555556,0.212121212,0.030064424,0.006655574,0.545735563,0.881889764,0.421259843,0.362609787,0.25,0.725,2
0.738983929,0.647222222,0.363636364,0.279169649,0.176372712,0.24926233,0.996062992,0.822834646,0.296946884,0.75,0.325,5
0.665370658,0.052777778,0.454545455,0.115962777,0.111480865,0.257130814,0.641732283,0.401574803,0.124076398,0.75,0.25,6
0.545101089,0.877777778,0.424242424,0.088761632,0.118136439,0.053252775,0.799212598,0.799212598,0.076955249,1,0.25,6
0.89217211,0.325,0.303030303,0.154617037,0.059900166,0.376703667,0.858267717,0.342519685,0.263209257,0.75,1,7
0.805598756,0.95,0.242424242,0.212598425,0.114808652,0.413095405,0.842519685,0.653543307,0.341140388,0.75,0.825,1
0.794193883,0.108333333,0.272727273,0.219040802,0.136439268,0.5625966,0.779527559,0.429133858,0.703331939,0.25,0.725,1
0.593831001,0.358333333,0.242424242,0,0,0.149641703,0.901574803,0.42519685,0.042659975,1,0.15,4
0.88906169,0.947222222,0.560606061,0.215461704,0.242928453,0.163692567,0.62992126,0.637795276,0.225289279,0.5,0.975,7
0.733540695,0.058333333,0.409090909,0.109520401,0.076539101,0.161022903,0.677165354,0.417322835,0.247595148,0.75,0.6,2
0.617936755,0.066666667,0.287878788,0,0,0.092876212,0.767716535,0.472440945,0.17649519,1,0.35,4
0.531622602,0.286111111,0.409090909,0.085898354,0.069883527,0.028242237,0.767716535,0.208661417,0.029555277,1,0.15,3
0.636858476,0.863888889,0.333333333,0.183249821,0.008319468,0.093578755,0.858267717,0.791338583,0.178725777,1,0.25,6
0.691290824,0.288888889,0.212121212,0.151753758,0.086522463,0.328228186,0.874015748,0.421259843,0.326502161,0.75,0.25,6
0.807153966,0.258333333,0.181818182,0.107372942,0.006655574,0.299283406,0.874015748,0.437007874,0.448626795,0.75,0.6,1
0.705806117,0.352777778,0.242424242,0.136005727,0.114808652,0.21919348,0.897637795,0.42519685,0.117802872,0.25,0.75,5
0.553913945,0.075,0.121212121,0,0,0.19755515,0.877952756,0.559055118,0.046145267,1,0.35,4
0.682218766,0.152777778,0.212121212,0,0,0.185611915,0.826771654,0.440944882,0.082392304,0.25,0.75,5
0.854069466,0.183333333,0.151515152,0.077308518,-0.014975042,0.422228467,0.866141732,0.480314961,0.270040429,0.75,0.95,7
0.750648004,0.941666667,0.106060606,0.214745884,0.051580699,0.436138823,0.905511811,0.645669291,0.525721455,0.25,0.3,2
0.758424054,0.536111111,0.196969697,0.428060129,0.209650582,0.354924828,0.984251969,0.645669291,0.240345741,0.75,0.65,2
0.603939865,0.030555556,0.212121212,0.299212598,0.294509151,0.162709007,0.826771654,0.55511811,0.072215252,1,0.15,3
0.702436496,0.111111111,0.181818182,0.021474588,0.006655574,0.399887593,0.838582677,0.488188976,0.129931688,0.75,0.6,2
0.540176257,0.725,0.318181818,0.021474588,0.023294509,0.140930167,0.968503937,0.854330709,0.037362331,1,0.425,4
0.560134785,0.563888889,0.454545455,0.021474588,0.011647255,0.162146972,0.984251969,0.692913386,0.132022864,1,0.025,4
0.836962157,0.508333333,0.515151515,0.271295634,0.176372712,0.372909934,0.940944882,0.539370079,0.437892095,0.25,0.725,2
0.736391913,0.875,0.075757576,0,0,0.079246874,0.929133858,0.657480315,0.226404573,0.75,0.325,2
0.841368585,0.463888889,0.196969697,0.143879742,0.06655574,0.243220458,0.960629921,0.562992126,0.249965147,0.75,0.825,1
0.764385692,0.763888889,0.136363636,0.343593414,0.081530782,0.780103976,0.952755906,0.728346457,0.627631396,0.25,0.725,2
0.602125454,0.916666667,0.287878788,0.136005727,0.166389351,0.030349867,0.842519685,0.704724409,0.160881082,1,0.25,3
0.713322965,0.075,0.151515152,0.021474588,0.009983361,0.050864128,0.862204724,0.543307087,0.364700962,0.75,0.775,2
0.958527735,0.916666667,0.075757576,0.817465999,0.419301165,0.759730223,0.917322835,0.649606299,0.516520284,0.75,1,7
0.692586833,0.386111111,0.363636364,0.12884753,0.108153078,0.271884221,0.877952756,0.350393701,0.377248013,0.75,0.1,3
0.521254536,0.022222222,0.227272727,0.021474588,0.003327787,0.033722074,0.822834646,0.562992126,0.041126446,1,0.35,4
0.552099533,0.044444444,0.333333333,0,0,0.130673036,0.736220472,0.480314961,0.048794089,1,0.25,4
0.705806117,0.072222222,0.181818182,0.287759485,0.074875208,0.340311929,0.838582677,0.523622047,0.238672801,0.75,0.8,6
0.856402281,0.366666667,0.484848485,0.236220472,0.244592346,0.172825629,0.803149606,0.212598425,0.13341698,0.75,0.975,7
0.844738206,0,0.136363636,0.214745884,0.168053245,0.69804693,0.881889764,0.606299213,0.230586923,0.25,0.725,1
0.632452048,0.25,0.212121212,0,0,0.139103555,0.854330709,0.405511811,0.187926948,0.75,0.1,3
0.796526698,0.247222222,0.212121212,0.429491768,0.029950083,0.068006182,0.850393701,0.401574803,0.143872857,0.75,0.8,1
0.57179886,0.988888889,0.46969697,0.088761632,0.093178037,0.204018547,0.665354331,0.547244094,0.054370556,1,0.25,6
0.721358217,0.161111111,0.363636364,0.060844667,-0.011647255,0.029787832,0.712598425,0.279527559,0.194618709,0.25,0.725,5
0.644116122,0.044444444,0.121212121,0.125268432,0.03327787,0.030349867,0.877952756,0.57480315,0.16157814,0.75,0.425,6
0.60005184,0.280555556,0.212121212,0,0,0.03203597,0.866141732,0.405511811,0.161020494,1,0.025,6
0.658631415,0.25,0.090909091,0.317108089,0.063227953,0.139103555,0.909448819,0.535433071,0.190296947,0.75,0.425,5
0.67651633,0.066666667,0.166666667,0.173228346,0.013311148,0.234227905,0.846456693,0.535433071,0.134950509,0.75,0.25,6
0.609123898,0.063888889,0.484848485,0.047959914,0.034941764,0.11577912,0.614173228,0.358267717,0.08364701,1,0.25,3
0.815707621,0.211111111,0.196969697,0.042949177,0,0.439651539,0.850393701,0.429133858,0.308657465,0.75,0.775,1
0.874546397,0.144444444,0.196969697,0.25841088,0.041597338,0.458198679,0.830708661,0.456692913,0.220828105,0.75,0.975,7
0.828926905,0.102777778,0.075757576,0.107372942,-0.031613977,0.359140087,0.901574803,0.57480315,0.351875087,0.25,0.575,1
0.547952307,0.908333333,0.409090909,0.021474588,0.02828619,0.046367852,0.779527559,0.74015748,0.080719364,1,0.25,3
0.824261275,0.469444444,0.303030303,0.085898354,0.069883527,0.104678938,0.960629921,0.535433071,0.343928621,0.25,0.55,2
0.752721617,0.872222222,0.242424242,0.077308518,0.023294509,0.473935647,0.885826772,0.748031496,0.353269204,0.25,0.725,2
0.835406947,0.105555556,0.166666667,0.085898354,0.019966722,0.718420683,0.850393701,0.511811024,0.029276453,0.25,0.55,1
0.769051322,0.8,0.181818182,0.566929134,0.534109817,0.200224814,0.940944882,0.763779528,0.285375714,0.75,0.775,2
0.703732504,0.766666667,0.151515152,0,0,0.253477589,0.952755906,0.736220472,0.104837585,0.75,0.775,5
0.745723173,0.952777778,0.287878788,0.107372942,0.074875208,0.021497822,0.81496063,0.653543307,0.165063432,0.25,0.75,1
0.836702955,0.008333333,0.227272727,0.423049392,0.129783694,0.447098497,0.830708661,0.582677165,0.403736233,0.75,0.6,2
0.611715915,0.944444444,0.212121212,0.021474588,-0.001663894,0.052831249,0.858267717,0.661417323,0.130210512,1,0.25,3
0.741316744,0.016666667,0.106060606,0.327129563,0.129783694,0.377546719,0.88976378,0.598425197,0.480273247,0.25,0.3,2
0.78900985,0.044444444,0.212121212,0.335719399,0.3078203,0.217226359,0.822834646,0.539370079,0.453645616,0.75,0.775,1
0.528771384,0.8,0.106060606,0.021474588,-0.004991681,0.100604187,0.94488189,0.700787402,0.095357591,1,0.425,4
0.873768792,0.733333333,0.196969697,0.606299213,0.309484193,0.640719404,0.968503937,0.779527559,0.381430364,0.75,0.95,7
0.826334889,0.991666667,0.242424242,0.125268432,0.068219634,0.463819025,0.826771654,0.598425197,0.342255681,0.75,0.775,1
0.671591498,0.291666667,0.257575758,0.077308518,0.063227953,0.210762962,0.850393701,0.358267717,0.656350202,0.25,0.75,2
0.689476413,0.491666667,0.333333333,0.125268432,0.134775374,0.250667416,0.968503937,0.559055118,0.168548724,0.75,0.1,3
0.836184552,0.25,0.03030303,0,0,0.455529015,0.929133858,0.590551181,0.293461592,0.25,0.95,7
0.599792639,0.330555556,0.515151515,0.279885469,0.03327787,0.157931713,0.744094488,0.12992126,0.089362889,1,0.075,4
0.748055988,0.925,0.045454545,0.021474588,-0.004991681,0.473935647,0.92519685,0.633858268,0.346019796,0.25,0.575,2
0.715137377,0.144444444,0.303030303,0.211166786,0.158069884,0.260784038,0.75984252,0.366141732,0.138993448,0.75,0.25,2
0.585795749,0.130555556,0.424242424,0.021474588,0.039933444,0.19333989,0.661417323,0.271653543,0.120730517,1,0.25,3
0.634007258,0.811111111,0.166666667,0.219040802,0.141430948,0.105381481,0.937007874,0.744094488,0.197128119,1,0.25,6
0.656557802,0.583333333,0.227272727,0.12884753,0.111480865,0.106365041,0.996062992,0.700787402,0.143872857,0.75,0.05,2
0.727319855,0.169444444,0.318181818,0.088761632,-0.021630616,0.03821835,0.755905512,0.326771654,0.200195176,0.25,0.725,5
0.740798341,0.280555556,0.227272727,0.176807445,0.109816972,0.618940565,0.862204724,0.397637795,0.724522515,0.25,0.725,1
0.846552618,0.041666667,0.181818182,0.136005727,0.034941764,0.647463819,0.846456693,0.559055118,0.109995818,0.75,0.8,1
0.856661483,0.263888889,0.560606061,0.136005727,0.098169717,0.317971055,0.637795276,0,0.091732887,0.75,0.975,7
0.65007776,0.05,0.227272727,0.047959914,0.024958403,0.034705634,0.811023622,0.523622047,0.196431061,0.75,0.25,6
0.574390876,0.922222222,0.484848485,0.095919828,0.104825291,0.150063229,0.716535433,0.712598425,0.101770528,1,0.25,3
0.73120788,0.258333333,0.196969697,0.25841088,0.118136439,0.244766053,0.866141732,0.42519685,0.102885822,0.75,0.775,5
0.690254018,0.758333333,0.227272727,0.021474588,0.001663894,0.216945342,0.956692913,0.799212598,0.113202286,0.75,0.825,5
0.744945568,0.322222222,0.272727273,0.109520401,0.02828619,0.334270058,0.866141732,0.37007874,0.078628189,0.75,0.325,5
0.867547952,0.475,0.257575758,0.107372942,0.053244592,0.134888296,0.964566929,0.55511811,0.163390492,0.5,0.6,7
0.797045101,0.022222222,0.106060606,0,0,0.190670226,0.893700787,0.598425197,0.110692876,0.25,0.575,1
0.562986003,0.822222222,0.121212121,0,0,0.180132078,0.937007874,0.708661417,0.127422278,1,0.425,4
0.731985485,0.35,0.303030303,0.107372942,0.046589018,0.311086132,0.874015748,0.358267717,0.181514011,0.75,0.325,5
0.875583204,0.244444444,0.257575758,0.042949177,0.031613977,0.495011943,0.822834646,0.350393701,0.349226265,0.25,0.925,7
0.620010368,0.925,0.318181818,0.077308518,0.058236273,0.209217367,0.818897638,0.700787402,0.071518193,1,0.25,6
0.785121825,0.077777778,0.121212121,0.231209735,0.081530782,0.626949557,0.877952756,0.55511811,0.095357591,0.25,0.725,2
0.709175739,0.3,0.424242424,0.077308518,0.083194676,0.461430378,0.771653543,0.200787402,0.841210093,0.25,0.75,5
0.688439606,0.161111111,0.257575758,0.143879742,0.053244592,0.261346073,0.791338583,0.385826772,0.267531019,0.75,0.1,6
0.574650078,0.944444444,0.181818182,0,0,0.160179851,0.877952756,0.653543307,0.051024676,1,0.425,4
0.708138932,0.166666667,0.46969697,0.060844667,-0.011647255,0.016861037,0.633858268,0.177165354,0.205911055,0.25,0.75,5
0.884914463,0.25,0.075757576,0.047959914,0.009983361,0.410987776,0.913385827,0.547244094,0.114875227,0.75,0.875,7
0.822446864,0.977777778,0.196969697,0.030064424,-0.011647255,0.260222004,0.858267717,0.622047244,0.274919838,0.25,0.725,1
0.68273717,0.594444444,0.106060606,0.251252684,0.34608985,0.289307292,0.972440945,0.665354331,0.056043496,0.75,0.05,3
0.906428201,0.375,0.318181818,0.171796707,0.149750416,0.560067444,0.88976378,0.381889764,0.547330266,0.75,0.825,7
0.590202177,0.355555556,0.439393939,0.107372942,0.133111481,0.116622172,0.81496063,0.232283465,0.20465635,1,0.075,4
0.776308968,0.547222222,0.181818182,0.136005727,-0.008319468,0.780103976,0.984251969,0.653543307,0.385473303,0.25,0.725,1
0.862104717,0.897222222,0.227272727,0.471725125,0.311148087,0.554166081,0.881889764,0.712598425,0.314233933,0.75,0.825,2
0.652410575,0.427777778,0.212121212,0.085898354,0.09484193,0.150765772,0.94488189,0.515748031,0.205074585,0.75,0.1,3
0.83281493,0.702777778,0.196969697,0.154617037,0.049916805,0.412814388,0.976377953,0.767716535,0.130628747,0.75,0.775,1
0.757128046,0.361111111,0.106060606,0.440944882,0.257903494,0.347899396,0.929133858,0.535433071,0.074167015,0.75,0.775,1
0.589424572,0.311111111,0.409090909,0.143879742,0.104825291,0.086553323,0.787401575,0.216535433,0.23365398,1,0.075,4
0.846034215,0.983333333,0.03030303,0.068002863,-0.006655574,0.241253337,0.92519685,0.618110236,0.181514011,0.75,0.95,1
0.706842924,0.213888889,0.757575758,0.077308518,0.121464226,0.017423072,0.38976378,0,0.180677541,0.25,0.75,5
0.586832556,0.027777778,0.515151515,0.088761632,0.113144759,0.100604187,0.594488189,0.42519685,0.074445839,1,0.25,6
0.627008813,0.966666667,0.181818182,0.021474588,0.006655574,0.126457777,0.866141732,0.633858268,0.166596961,1,0.25,3
0.79367548,0.072222222,0.151515152,0.125268432,0.074875208,0.185049881,0.858267717,0.543307087,0.402899763,0.75,0.775,1
0.737169518,0.375,0.242424242,0.095919828,0.081530782,0.586202051,0.909448819,0.440944882,0.715181932,0.25,0.75,2
0.83125972,0.180555556,0.272727273,0.173228346,0.039933444,0.453140368,0.787401575,0.358267717,0.414470933,0.75,0.8,2
0.800673924,0.088888889,0.318181818,0.182534001,0.158069884,0.362512295,0.748031496,0.42519685,0.152098146,0.75,0.6,1
0.72187662,0.283333333,0.212121212,0.121689334,0.058236273,0.271322186,0.87007874,0.409448819,0.094799944,0.75,0.775,2
0.701918092,0.322222222,0.318181818,0.047959914,-0.038269551,0.043979205,0.842519685,0.31496063,0.068032901,0.25,0.75,5
0.746500778,0.286111111,0.378787879,0.088761632,0.129783694,0.320359702,0.779527559,0.228346457,0.229332218,0.75,0.325,2
0.778641783,0.991666667,0.075757576,0.273443092,0.073211314,0.709147113,0.909448819,0.618110236,0.616339049,0.25,0.725,1
0.883618455,0.969444444,0.151515152,0.484609878,0.116472546,0.201910918,0.881889764,0.62992126,0.214275756,0.75,0.95,7
0.850699844,0.35,0.060606061,0,0,0.188562597,0.933070866,0.570866142,0.477066778,0.5,0.575,2
0.750907206,0.766666667,0.515151515,0.322118826,0.412645591,0.283405929,0.877952756,0.948818898,0.205074585,0.75,0.325,2
0.749351996,0.536111111,0.333333333,0.047959914,0.014975042,0.143318814,0.988188976,0.645669291,0.261257493,0.75,0.825,2
0.759720062,0.461111111,0.166666667,0.261274159,0.154742097,0.122523535,0.960629921,0.570866142,0.320228635,0.75,0.825,5
0.796526698,0.866666667,0.090909091,0.042949177,0.006655574,0.016861037,0.929133858,0.669291339,0.286909243,0.5,0.575,1
0.868325557,0.938888889,0.272727273,0.501073729,0.219633943,0.521568076,0.834645669,0.673228346,0.194061062,0.75,0.975,1
0.701399689,0.025,0.318181818,0.077308518,0.023294509,0.164676128,0.763779528,0.527559055,0.295971002,0.25,0.725,5
0.704250907,0.555555556,0.363636364,0.121689334,0.159733777,0.304341717,0.992125984,0.677165354,0.070124076,0.75,0.1,3
0.721358217,0.45,0.136363636,0,0,0.161584937,0.956692913,0.570866142,0.41670152,0.75,0.5,1
0.617418351,0.505555556,0.257575758,0.064423765,0.048252912,0.012645778,0.980314961,0.598425197,0.028021748,0.75,0.05,6
0.629860031,0.141666667,0.136363636,0,0,0.054938879,0.87007874,0.507874016,0.182211069,1,0.15,4
0.703214101,0.188888889,0.318181818,0.077308518,0.114808652,0.017423072,0.75984252,0.311023622,0.272689251,0.25,0.75,5
0.853810264,0.286111111,0.318181818,0.064423765,-0.004991681,0.343965154,0.822834646,0.307086614,0.547330266,0.5,0.825,7
0.783566615,0.008333333,0.075757576,0.021474588,0.003327787,0.435576788,0.905511811,0.61023622,0.054509968,0.25,0.575,1
0.763089684,0,0.151515152,0.156048676,0.014975042,0.702262189,0.87007874,0.602362205,0.26181514,0.25,0.725,5
0.594090202,0.816666667,0.287878788,0.095919828,0.046589018,0.243641984,0.913385827,0.81496063,0.140248153,1,0.05,6
0.88128564,0.255555556,0.196969697,0.448103078,0.404326123,0.213432626,0.866141732,0.429133858,0.132301687,0.75,1,7
0.755054432,0.494444444,0.181818182,0.429491768,0.114808652,0.368694675,0.972440945,0.598425197,0.254983968,0.75,0.65,5
0.872472784,0.825,0.212121212,0.33357194,0.126455907,0.194042434,0.92519685,0.763779528,0.14247874,0.75,0.975,7
0.738983929,0.605555556,0.378787879,0.068002863,0.06156406,0.182801742,1,0.767716535,0.367349784,0.75,0.1,5
0.718247797,0.008333333,0.318181818,0.151753758,0.08985025,0.202613461,0.771653543,0.559055118,0.28663042,0.75,0.825,2
0.55935718,0.308333333,0.439393939,0.042949177,0.054908486,0.167907826,0.763779528,0.181102362,0.077094661,1,0.075,4
0.726023847,0.175,0.212121212,0.064423765,0.083194676,0.201770409,0.826771654,0.421259843,0.1706399,0.75,0.825,5
0.79367548,0.277777778,0.303030303,0.021474588,-0.019966722,0.382745539,0.818897638,0.307086614,0.545796738,0.25,0.55,1
0.605495075,0.125,0.409090909,0.095919828,0.118136439,0.063228889,0.677165354,0.295275591,0.078070542,1,0.025,3
0.732503888,0.211111111,0.196969697,0.16750179,0.091514143,0.305465786,0.850393701,0.429133858,0.414052698,0.25,0.3,1
0.614307932,0.258333333,0.348484848,0.030064424,0.019966722,0.115919629,0.775590551,0.255905512,0.20465635,1,0.125,6
0.710730949,0.947222222,0.257575758,0.202576951,0.154742097,0.280455248,0.834645669,0.661417323,0.301268646,0.75,0.25,6
0.564541213,0.105555556,0.393939394,0.136005727,0.138103161,0.044822257,0.677165354,0.326771654,0.069287606,1,0.25,6
0.603421462,0.711111111,0.333333333,0.064423765,0.036605657,0.181537165,0.972440945,0.862204724,0.19880106,1,0.25,6
0.872991187,0.352777778,0.227272727,0.030064424,0.016638935,0.614584797,0.901574803,0.437007874,0.572563781,0.75,0.575,7
0.727579057,0.269444444,0.227272727,0.231925555,0.096505824,0.247435717,0.858267717,0.397637795,0.093545239,0.75,0.775,5
0.864696734,0.022222222,0.212121212,0.107372942,0.064891847,0.326261065,0.826771654,0.562992126,0.067475254,0.75,0.975,7
0.585536547,0.352777778,0.409090909,0.107372942,0.109816972,0.13446677,0.830708661,0.267716535,0.186951066,1,0.075,4
0.748833593,0.794444444,0.212121212,0.193271296,0.108153078,0.40536743,0.940944882,0.783464567,0.298619824,0.75,0.55,1
0.597978227,0.983333333,0.318181818,0.242662849,0.331114809,0.093157229,0.775590551,0.598425197,0.030112923,1,0.25,3
0.579056506,0.419444444,0.181818182,0,0,0.203878038,0.94488189,0.519685039,0.08364701,1,0.025,4
0.542768274,0.366666667,0.227272727,0.021474588,0.009983361,0.13025151,0.913385827,0.452755906,0.104837585,1,0.075,4
0.711249352,0.063888889,0.151515152,0.085898354,0.018302829,0.220036532,0.858267717,0.547244094,0.179004601,0.75,0.25,5
0.769569725,0.272222222,0.03030303,0.068002863,0,0.345651258,0.929133858,0.594488189,0.222361634,0.25,0.725,1
0.557024365,0.880555556,0.515151515,0.143879742,0.191347754,0.068568217,0.74015748,0.807086614,0.058692318,1,0.25,3
0.852773458,0.594444444,0.136363636,0.292054402,0.104825291,0.561332022,0.976377953,0.677165354,0.321343929,0.25,0.575,1
0.585277346,0.380555556,0.363636364,0.244810308,0.221297837,0.161022903,0.874015748,0.342519685,0.084622891,1,0.075,4
0.744427164,0.419444444,0.287878788,0.125268432,0.081530782,0.306589855,0.929133858,0.460629921,0.131325805,0.75,0.325,5
0.878434422,0.8,0.090909091,0.239799571,0.058236273,0.232260784,0.940944882,0.688976378,0.10358288,0.75,0.95,7
0.547174702,0.938888889,0.106060606,0,0,0.149501194,0.905511811,0.645669291,0.056043496,1,0.1,4
0.718247797,0.013888889,0.166666667,0.202576951,0.081530782,0.423633553,0.862204724,0.590551181,0.161438729,0.75,0.8,2
0.779160187,0.875,0.151515152,0.125268432,0.058236273,0.33708023,0.913385827,0.700787402,0.134671685,0.25,0.725,2
0.702177294,0.894444444,0.378787879,0.030064424,0.02828619,0.395812842,0.807086614,0.75984252,0.284260421,0.25,0.725,2
0.584499741,0.141666667,0.53030303,0.191839656,0.15640599,0.107489111,0.566929134,0.145669291,0.052837028,1,0.25,3
0.83281493,0.336111111,0.257575758,0.136005727,0.053244592,0.253196572,0.885826772,0.401574803,0.204238115,0.5,0.575,1
0.606531882,0.183333333,0.090909091,0,0,0.196150063,0.897637795,0.539370079,0.065523491,1,0.15,4
0.686884396,0.513888889,0.303030303,0.021474588,0.011647255,0.283405929,0.984251969,0.61023622,0.276871602,0.75,0.425,3
0.595127009,0.327777778,0.181818182,0,0,0.015174933,0.901574803,0.456692913,0.04726056,1,0.275,4
0.679367548,0.45,0.196969697,0.042949177,-0.009983361,0.119291836,0.956692913,0.547244094,0.212045169,0.75,0.5,5
0.564282011,0.961111111,0.318181818,0.137437366,0.06156406,0.077701279,0.795275591,0.637795276,0.09940053,1,0.25,3
0.577501296,0.241666667,0.439393939,0.021474588,0.023294509,0.202472952,0.700787402,0.153543307,0.104558762,1,0.1,3
0.592794194,0.280555556,0.242424242,0.339298497,0.206322795,0.202332443,0.854330709,0.381889764,0.137599331,1,0.05,4
0.792897875,0.216666667,0.560606061,0.156048676,0.139767055,0.274834902,0.582677165,0.023622047,0.527394396,0.25,0.725,1
0.541213064,0.075,0.409090909,0.202576951,-0.153078203,0.097091471,0.665354331,0.374015748,0.096333473,1,0.25,6
0.712286159,0,0.272727273,0.12884753,0.024958403,0.230855698,0.799212598,0.578740157,0.167294019,0.75,0.25,5
0.708138932,0.461111111,0.272727273,0.085898354,0.043261231,0.063228889,0.956692913,0.531496063,0.096612296,0.25,0.75,5
0.697252462,0.469444444,0.378787879,0.030064424,0.011647255,0.354784319,0.948818898,0.5,0.327478043,0.25,0.75,5
0.674183515,0.075,0.075757576,0.16750179,0.006655574,0.076015175,0.897637795,0.578740157,0.8699289,0.25,0.725,5
0.643597719,0.525,0.318181818,0.030064424,0.011647255,0.202613461,0.984251969,0.622047244,0.075282309,0.75,0.1,3
0.732244686,0.236111111,0.181818182,0.136005727,0.091514143,0.253477589,0.866141732,0.440944882,0.253729263,0.75,0.825,5
0.765163297,0.152777778,0.242424242,0.451682176,0.18469218,0.228186033,0.807086614,0.417322835,0.40178447,0.75,0.825,2
0.634525661,0.441666667,0.454545455,0.109520401,0.103161398,0.025291555,0.901574803,0.397637795,0.121985222,0.75,0.1,3
0.764385692,0.908333333,0.242424242,0.154617037,0.054908486,0.167345792,0.866141732,0.708661417,0.419489753,0.25,0.55,1
0.633488854,0.955555556,0.333333333,0.125268432,0.146422629,0.08275959,0.787401575,0.649606299,0.103304057,0.75,0.25,6
